datetime,USD,open,high,low,close,volume,sma_7,sma_30,ema_7,ema_20,rsi_14,macd,macd_signal,macd_histogram,bb_high,bb_low,bb_mid,bb_width,atr,price_momentum_1d,price_momentum_7d,log_return,volatility_14d,dist_from_sma30,volume_sma_7,volume_change_1d,mfi_14,n-transactions,hash-rate,difficulty,mempool-size,utxo-count,close_next_1d,close_pct_change_1d,close_direction_1d,close_next_7d,close_pct_change_7d,close_direction_7d
2024-05-28,69367.23871755725,69367.23871755725,69367.23871755725,69367.23871755725,69367.23871755725,18983806932.464344,68994.56198554582,68755.75621109254,68821.74345267101,68133.31691664818,59.12281307752169,573.6639891703962,441.3533086962691,132.31068047412714,71620.62999431373,65890.88242787134,68755.75621109254,0.0833348054357955,0.0,0.012529882569993767,-0.028882118249236144,0.012452033212414532,0.024434398550597227,0.008893546375773316,26526365516.300026,0.6883884335018264,43.25722310724743,596790.0,562079779.1135205,84381461788831.19,158131078.125,183545761.25,68316.63588049631,0.015378433430163652,1,68808.29368590549,0.008123221805255376,1
2024-05-29,68316.63588049631,68316.63588049631,68316.63588049631,68316.63588049631,68316.63588049631,31278122196.184998,68726.96199451669,68715.83618103832,68695.46655962734,68150.7758655861,52.23840559836754,515.4905211550213,456.18075118801954,59.30976996700173,71459.02950617259,65972.64285590405,68715.83618103832,0.07984166322031126,0.0,-0.015145519073329172,-0.02668762386150947,-0.015261383823779527,0.024434398550597227,-0.005809436699428081,25122517747.466885,0.6476211703721058,38.15624329597331,725428.0,574663654.7653158,84381461788831.22,161163580.83333334,183699914.0,67577.26558995963,0.010941109914434533,1,70600.01116676089,-0.03234242103547447,0
2024-05-30,67577.26558995963,67577.26558995963,67577.26558995963,67577.26558995963,67577.26558995963,24320692137.62038,68497.82838497128,68620.95529844843,68415.91631721042,68096.15583933596,48.00216683480569,405.0573760727566,445.95607616496693,-40.89870009221033,71321.71851531358,65920.19208158329,68620.95529844843,0.078715407126552,0.0,-0.010822697590525898,-0.02318455370756778,-0.010881688998980782,0.024434398550597227,-0.015209489636941891,24159839410.56727,-0.22243758800242863,34.983281026636774,510417.0,515938901.7236049,84381461788831.12,169027335.125,183894711.0,68372.49288434093,-0.011630807373463892,0,71184.59943059199,-0.0506757623065599,0
2024-05-31,68372.49288434093,68372.49288434093,68372.49288434093,68372.49288434093,68372.49288434093,25344376897.716885,68564.4037480541,68601.84280505555,68405.06045899304,68122.47365314595,52.4669480489419,377.3565778982884,432.23617651163124,-54.879598613342864,71200.02860380593,66003.65700630518,68601.84280505555,0.07574682231594235,0.0,0.011767674933853112,0.006862786028216439,0.011698974286531078,0.024434398550597227,-0.0033432034962437127,22175364378.919044,0.04209110309459585,40.22424147628857,701471.0,620804532.1552316,84381461788831.27,100965658.5,184197828.2,67474.95483698409,0.013301795451738263,1,70759.58819301432,-0.03373529114050233,0
2024-06-01,67474.95483698409,67474.95483698409,67474.95483698409,67474.95483698409,67474.95483698409,19685305476.459476,68412.26637254756,68521.35080733616,68172.5340534908,68060.80519446387,47.508636872799556,279.75483677131706,401.7399085635684,-121.98507179225135,71091.42705548354,65951.27455918878,68521.35080733616,0.07501534099564824,1130.290206417139,-0.013127180383419867,-0.015537830850456458,-0.01321410335622395,0.024434398550597227,-0.015271093725140569,20969349165.958576,-0.22328706064054782,37.88347864746652,740030.0,591442155.634376,84381461788831.23,35791880.625,184468135.0,67704.32641811523,-0.003387842302936983,0,69325.36238847222,-0.026691639073145645,0
2024-06-02,67704.32641811523,67704.32641811523,67704.32641811523,67704.32641811523,67704.32641811523,10724053324.55672,68188.82077660148,68466.88251472144,68055.48214464691,68026.85483481162,48.83926343569673,218.3955949327792,365.0710458374106,-146.67545090463142,70983.04619003332,65950.71883940956,68466.88251472144,0.07350016775689666,1065.9388760395677,0.003399358794463625,-0.02258054382924124,0.003393594034986595,0.024434398550597227,-0.011137590446625675,20225728676.59296,-0.45522545548602233,39.798473786939475,729202.0,587247530.4171109,84381461788831.23,49015521.125,184666519.5,67740.01690222476,-0.0005268744494267841,0,69315.1041233966,-0.023238480640724646,0
2024-06-03,67740.01690222476,67740.01690222476,67740.01690222476,67740.01690222476,67740.01690222476,16137350587.750422,68078.99017566831,68421.45341394038,67976.61583404137,67999.53693647002,49.055665671597296,170.68038031665492,326.19291273325945,-155.51253241660453,70883.00076373186,65959.9060641489,68421.45341394038,0.07195250106423365,992.3497051874217,0.0005271521924479217,-0.011222118288834126,0.000527013296541631,0.024239576776048044,-0.00995939837163396,20924815364.679028,0.5047808976106019,43.530547806114186,769224.0,658556159.1106174,84381461788831.31,60446450.125,184855217.0,68808.29368590549,-0.015525407279494252,0,69654.16073760358,-0.027480681916327354,0
2024-06-04,68808.29368590549,68808.29368590549,68808.29368590549,68808.29368590549,68808.29368590549,29862293749.910686,67999.14088543234,68444.20872405599,68184.53529700739,68076.5613887972,55.16827251971904,216.5702504088258,304.26838026837277,-87.69812985954695,70839.18897187935,66049.22847623263,68444.20872405599,0.0699834300803773,997.7730679369439,0.01577024678370953,-0.00805776677845893,0.01564718852849922,0.012879520788823174,0.005319441463884338,22478884910.028507,0.8505078381688396,42.30370981573073,627980.0,562079779.1135205,84381461788831.19,79762301.25,185074803.5,70600.01116676089,-0.025378430558931075,0,69493.17760915738,-0.009855412384562556,0
2024-06-05,70600.01116676089,70600.01116676089,70600.01116676089,70600.01116676089,70600.01116676089,31561053725.144592,68325.33735489871,68563.97552642849,68788.40426444577,68316.88993907945,63.15365027659748,392.9848451030266,322.01167323530353,70.97317186772307,71092.34763132062,66035.60342153636,68563.97552642849,0.07375220253725075,1054.4833831454048,0.026039266269763717,0.03342341520239378,0.0257060172343467,0.014163440322462303,0.029695414023178858,22519303699.87988,0.056886453179403995,53.25936845790861,562049.0,515938901.7236049,84381461788831.12,106439435.8,185302910.66666666,71184.59943059199,-0.008212285641939987,0,67329.15232724321,0.048580128019734437,1
2024-06-06,71184.59943059199,71184.59943059199,71184.59943059199,71184.59943059199,71184.59943059199,32560403314.989147,68840.67076070335,68701.90310033182,69387.45305598232,68590.00512874732,65.3238801255938,573.3567697405379,372.28069253635044,201.0760772041874,71426.96063148478,65976.84556917887,68701.90310033182,0.07932989941117925,1020.919446051526,0.008280285713415436,0.053380879044746754,0.008246192220946144,0.01361714643760881,0.03613722791105876,23696405296.646847,0.031664012188806545,62.9266673993955,613472.0,554910858.050012,83931592439295.94,113640116.25,185559155.75,70759.58819301432,0.00600641197088847,1,68224.51967501991,0.043387330092935716,1
2024-06-07,70759.58819301432,70759.58819301432,70759.58819301432,70759.58819301432,70759.58819301432,23612879689.560955,69181.6843762281,68804.78735496596,69730.48684024032,68796.63208724893,62.44423724491049,674.2357940829243,432.67171284566524,241.56408123725902,71608.19858584375,66001.37612408816,68804.78735496596,0.0814888422346229,978.3545740176789,-0.005970550385579809,0.03491309454975422,-0.005988445385752787,0.012519968809510772,0.02841082594970449,23449048552.624573,-0.27479769027643486,65.76190226847098,263982.0,590944002.9609013,83716654861184.77,156080059.75,185717569.25,69325.36238847222,0.020688327548946228,1,66700.31696564378,0.06085834988552463,1
2024-06-08,69325.36238847222,69325.36238847222,69325.36238847222,69325.36238847222,69325.36238847222,18597495569.911568,69446.02831215497,68829.57664227576,69629.20572729831,68846.9873540321,53.8218575506877,631.177292631779,472.372828802888,158.80446382889096,71597.3228142948,66253.52627308058,68925.4245436877,0.07753012152761003,1010.9168047694236,-0.02026899592221898,0.02742362045233837,-0.020477230630513547,0.013819071377524798,0.007203091612391865,23293647137.403442,-0.21240035885443675,58.71957036053825,509927.0,715791327.5301057,83716654861184.62,131005675.75,185674735.0,69315.1041233966,0.00014799465723025484,1,66011.07873713733,0.05020799106363194,1
2024-06-09,69315.1041233966,69315.1041233966,69315.1041233966,69315.1041233966,69315.1041233966,10688301508.476225,69676.13941290947,68851.6460732358,69550.68032632288,68891.56990349539,53.76467377044567,589.4307727123669,495.7844175847838,93.64635512758309,71454.8753582551,66702.21288186834,69078.54412006172,0.06880084890217736,939.441194791295,-0.0001479727580526724,0.02379135559718648,-0.00014798370710135587,0.013530702904375004,0.006731255918962792,23288539735.106228,-0.42528275012638983,54.48898624136566,767920.0,636721355.302943,83716654861184.7,130236971.5,185966970.6,69654.16073760358,-0.004867715160394526,0,66190.4874891135,0.04720643030159,1
2024-06-10,69654.16073760358,69654.16073760358,69654.16073760358,69654.16073760358,69654.16073760358,10461044041.080194,69949.5885322493,68886.53801516484,69576.55042914306,68964.19760198188,55.44947994161487,577.0534767838981,512.0382294246067,65.01524735929138,71128.78432074167,66850.69029292701,68989.73730683434,0.06201058584681489,896.5565818924159,0.004891525714271205,0.028257209296857377,0.004879601073014125,0.013192819483934479,0.011143290758344599,22477638799.867622,-0.021262262036283897,58.06546535706571,658037.0,578459270.5039809,83716654861184.78,136166193.125,186139077.0,69493.17760915738,0.0023165314061706077,1,66615.53782131766,0.045614326862246424,1
2024-06-11,69493.17760915738,69493.17760915738,69493.17760915738,69493.17760915738,69493.17760915738,19335866773.67523,70047.42909271385,68911.81466491452,69555.70722414664,69014.5766502843,54.435221025006335,547.9380981971335,519.2182031791122,28.71989501802136,71036.56525772795,66873.24353508643,68954.90439640719,0.060377456238753825,844.0156209319719,-0.002311177490927574,0.009953508313666815,-0.002313852383854502,0.012807320669467272,0.008436331956570248,20973863517.54827,0.8483687381244052,51.73096910649967,463737.0,511874030.7337383,83716654861184.88,144331947.25,186205575.33333334,67329.15232724321,0.032140985102504516,1,66460.38897909952,0.04563302557575488,1
2024-06-12,67329.15232724321,67329.15232724321,67329.15232724321,67329.15232724321,67329.15232724321,38513044382.60802,69580.16354421133,68848.50817140768,68999.06849992077,68854.06004808992,43.03859923785635,346.25379791864543,484.6253221270189,-138.37152420837344,71057.15573373345,66667.44820612749,68862.30196993047,0.06374616302433193,938.3020252878434,-0.03114011125070515,-0.04632943799104705,-0.03163527120001949,0.0148979352939381,-0.022068101176307683,21967005040.04305,0.9917930151981349,50.63276908307302,690560.0,607590312.9034619,83716654861184.73,146146706.375,186308795.5,68224.51967501991,-0.013123835126164107,0,65109.314812190474,0.03409400822994235,1
2024-06-13,68224.51967501991,68224.51967501991,68224.51967501991,68224.51967501991,68224.51967501991,36027809551.45211,69157.29500770103,68824.5086138543,68805.43129369555,68794.10382208324,47.89893581258747,255.71843600836291,438.8439449032877,-183.1255088949248,71049.60975664663,66706.79961644018,68878.20468654341,0.06305057107643944,935.2352626084761,0.013298360618367866,-0.04158314831086862,0.013210713606785671,0.015064205897112581,-0.008717663967652507,22462348788.109188,-0.06452969042037626,59.80360278449538,731254.0,603428735.4178218,83716654861184.75,122777736.75,186466272.75,66700.31696564378,0.02285150624038601,1,64907.07460760319,0.051110685352442564,1
2024-06-14,66700.31696564378,66700.31696564378,66700.31696564378,66700.31696564378,66700.31696564378,29654777884.381138,68577.39911807668,68745.83484910575,68279.1527116826,68594.69555004139,41.419764415092,60.283182071347255,363.13179233689965,-302.8486102655524,71154.11616094959,66418.33326214862,68786.2247115491,0.06884783862844912,977.3043659490226,-0.02234098116976857,-0.05736708382612221,-0.022594321243216586,0.015899755102569444,-0.02975479006039856,23325477101.654926,-0.17689201054450743,51.46923229917041,604349.0,532681918.1619392,83716654861184.84,54650176.2,186700874.75,66011.07873713733,0.01044125079747693,1,64844.67441797763,0.02861673012196797,1
2024-06-15,66011.07873713733,66011.07873713733,66011.07873713733,66011.07873713733,66011.07873713733,27966992832.749634,68103.93002502884,68648.16498796403,67712.13421804628,68348.63680595529,38.85995733920996,-148.5045614020055,260.8045215891186,-409.3090829911241,71268.08417510375,65978.62856273443,68623.35636891909,0.07707952353617346,956.7282132745532,-0.010333357618997008,-0.04780766428256,-0.010387117425723019,0.01576055789323523,-0.03841451918327399,24663976710.631794,-0.056914439157557895,50.31379514656664,452945.0,557651383.07578,83716654861184.81,90298328.375,186881463.5,66190.4874891135,-0.0027104914736528762,0,64071.624284709695,0.030270099659241323,1
2024-06-16,66190.4874891135,66190.4874891135,66190.4874891135,66190.4874891135,66190.4874891135,13472726244.723091,67657.55622013124,68563.41748800367,67331.72253581308,68143.09877577989,39.90113497766642,-296.08053335137083,149.42751060102074,-445.5080439523916,71357.34883345924,65657.5295424146,68507.43918793692,0.08320000511781334,901.2053946103828,0.0027178582051445854,-0.045078438152824085,0.002714171506970797,0.01574514764795719,-0.034609272492949476,25061751672.952778,-0.5182633211481218,50.66814716454103,461748.0,678337130.1593444,83716654861184.66,101961275.0,186674453.25,66615.53782131766,-0.006380648510926568,0,64239.90348813148,0.030364055595793138,1
2024-06-17,66615.53782131766,66615.53782131766,66615.53782131766,66615.53782131766,66615.53782131766,12650130203.722813,67223.46723209039,68498.4881657808,67152.67635718922,67997.61678011682,42.403643273098645,-374.42144745666883,44.65771898948283,-419.07916644615165,71304.86240876808,65434.845877481785,68369.85414312493,0.08585679470659756,867.1943187242241,0.006421622627784229,-0.043624427946706845,0.0064010918562341255,0.015884277269564723,-0.02748893289302975,25374478267.616005,-0.061056390967824115,50.13058775274793,441215.0,582620847.9896209,83716654861184.77,119444798.875,186413996.25,66460.38897909952,0.002334455825513393,1,63221.35738437477,0.05368724395312907,1
2024-06-18,66460.38897909952,66460.38897909952,66460.38897909952,66460.38897909952,66460.38897909952,29409728999.276093,66790.2117135107,68483.41384461623,66979.60451266679,67851.21413240088,41.720747849200656,-443.90929124935064,-53.055683058283876,-390.85360819106677,71328.0190184935,65226.0645776167,68277.0417980551,0.08937051577197391,816.3339275452183,-0.0023290188339287754,-0.04364153049835828,-0.0023317352167839976,0.015126527511343404,-0.029540362431504975,26813601442.701843,1.3248558335487401,41.370811913607724,617202.0,632559777.8173028,83716654861184.7,132580376.625,186370463.4,65109.314812190474,0.02075085831890955,1,60363.23497529626,0.10100774099165699,1
2024-06-19,65109.314812190474,65109.314812190474,65109.314812190474,65109.314812190474,65109.314812190474,41386972050.31837,66473.09206850316,68445.3005851587,66512.0320875477,67590.08086380942,36.24641255229717,-601.0705349856726,-162.65865344376164,-438.41188154191093,71493.781336044,64813.507182289286,68153.64425916664,0.09801785695203268,854.5296589283487,-0.02032901383309582,-0.03296993112676583,-0.020538492088034183,0.013454966502965508,-0.048739442218061875,27224162538.08903,0.407254451455064,31.001685714214133,634554.0,570136115.5327007,83716654861184.78,139277626.8,186461605.5,64907.07460760319,0.003115842237690236,1,61770.413870095355,0.05405340085816657,1
2024-06-20,64907.07460760319,64907.07460760319,64907.07460760319,64907.07460760319,64907.07460760319,21680698980.889107,65999.17134458649,68227.85983867376,66110.79271756158,67334.55645845644,35.49560796471654,-733.4858786209661,-276.8240984792025,-456.6617801417636,71604.58200520929,64356.16468545023,67980.37334532976,0.1066251472750557,807.9375550468443,-0.0031061639209482017,-0.0486254074520277,-0.0031109980611167573,0.012873875143383428,-0.048671982954216056,25174575313.722893,-0.47614677018338847,21.930569258530426,532756.0,553323137.1046984,83691445854747.97,144009977.25,186581052.66666666,64844.67441797763,0.0009623024586928874,1,60749.89619402014,0.06843103731907707,1
2024-06-21,64844.67441797763,64844.67441797763,64844.67441797763,64844.67441797763,64844.67441797763,26001551474.84426,65734.07955206276,68049.68779201634,65794.26314266559,67097.4248355537,35.25296892228626,-833.8490731928614,-388.2290934219343,-445.6199797709271,71719.40665497797,63978.31199378089,67848.85932437943,0.11409321745834497,754.684886088181,-0.0009613773229312228,-0.02782059564457484,-0.0009618397425066311,0.012961864591904475,-0.04709813487806663,24652685826.6462,0.19929488886699898,21.915700103282447,592843.0,582332779.002438,83675262295060.0,145981913.125,186626800.0,64071.624284709695,0.01206540558161584,1,61562.64532550036,0.053312021845782986,1
2024-06-22,64071.624284709695,64071.624284709695,64071.624284709695,64071.624284709695,64071.624284709695,24694310198.90943,65457.014630287376,67879.36857294741,65363.60342817661,66809.25335452093,32.3066209701953,-964.6464690504217,-503.5125685476318,-461.1339005027899,71874.18206718734,63460.266368230965,67667.22421770915,0.12434255721626566,755.9966894581632,-0.011921567040108605,-0.02938074168050997,-0.011993198798203578,0.012432301201482815,-0.056095752925952376,24185159736.097595,-0.05027551056711166,21.63348611757631,681420.0,632247017.2026471,83675262295060.0,145064562.875,186738527.0,64239.90348813148,-0.002619543216668685,0,60317.09697945116,0.06224648554517853,1
2024-06-23,64239.90348813148,64239.90348813148,64239.90348813148,64239.90348813148,64239.90348813148,6340606686.24879,65178.35977300423,67757.14984445975,65082.67844316533,66564.55336724574,33.60743512495793,-1042.705957052749,-611.3512462486553,-431.35471080409366,71955.8753583942,63028.56173561478,67492.2185470045,0.13227174650603696,714.0168690269935,0.0026264232458665937,-0.029469249660728614,0.002622980223571624,0.012547797669695007,-0.05190959720711843,23166285513.45841,-0.7432361286800062,23.77266430221809,492352.0,465866223.2019504,83675262295060.0,145068551.625,186751200.33333334,63221.35738437477,0.01611079144606342,1,60864.44316193428,0.055458657811368495,1
2024-06-24,63221.35738437477,63221.35738437477,63221.35738437477,63221.35738437477,63221.35738437477,10748270931.518738,64693.47685344097,67579.86454175458,64617.34817846769,66246.15374982945,29.86643766380317,-1173.232527644257,-723.7275025277758,-449.5050251164813,71999.70093478628,62426.04252906962,67212.87173192795,0.14243787177998088,735.7689572219731,-0.015855349221452153,-0.05095178314175097,-0.015982389910012447,0.012467611035966091,-0.06449416829900388,22894591331.71497,0.6951486605893855,20.566863758263978,528326.0,632247017.2026471,83675262295060.0,144043253.75,186710101.75,60363.23497529626,0.04734872824904435,1,62734.39383945474,0.007762305732422314,1
2024-06-25,60363.23497529626,60363.23497529626,60363.23497529626,60363.23497529626,60363.23497529626,42036553106.89028,63822.45485289764,67283.02418793987,63553.81987767483,65685.87577130248,22.3486746094445,-1490.125132363013,-877.0070284948233,-613.1181038681898,72081.99751792269,61320.068326786764,66701.03292235473,0.1613457651197645,887.3656323545829,-0.045208178491037865,-0.09174117241054203,-0.04626195021296385,0.01619407018536684,-0.1028459897003848,24698423347.08842,2.9110060934192035,19.524711177702187,536347.0,515780461.4021594,83675262295060.0,147184330.125,186656121.75,61770.413870095355,-0.022780791104272446,0,62819.82226921849,-0.039105288827376294,0
2024-06-26,61770.413870095355,61770.413870095355,61770.413870095355,61770.413870095355,61770.413870095355,21105562261.648533,63345.46900402691,67058.41027998448,63107.968375779965,65312.97463785419,31.491916287982775,-1609.16774408333,-1023.4391716125248,-585.7285724708053,71607.14781869383,60853.49946996595,66230.3236443299,0.16236744374792925,924.4951511006194,0.02331185357072041,-0.0512814633624431,0.023044282714664355,0.01715568605127305,-0.07885657276709233,21801079091.564167,-0.4979235759891768,26.50939594826214,490817.0,503301901.8521072,83675262295060.0,150216538.5,186711058.66666666,60749.89619402014,0.016798673578238388,1,62042.5650371006,-0.004386523459217084,0
2024-06-27,60749.89619402014,60749.89619402014,60749.89619402014,60749.89619402014,60749.89619402014,22908540918.971207,62751.58637351504,66771.1655291999,62518.450330340005,64878.395738441424,28.839761356164587,-1765.5054710829354,-1171.852431506607,-593.6530395763284,71189.9185676202,60269.75952114015,65729.83904438018,0.1661370118236082,931.353902884519,-0.016521140334616935,-0.06404815559344401,-0.01665913638619661,0.01640288510845463,-0.09017768804030513,21976485082.71875,0.08542670576461786,16.24994839719838,414624.0,540737580.5022639,83675262295060.0,157732417.75,186547352.0,61562.64532550036,-0.01320198518408311,0,60244.68076433092,0.008386058707250177,1
2024-06-28,61562.64532550036,61562.64532550036,61562.64532550036,61562.64532550036,61562.64532550036,18855138893.067604,62282.725074589725,66546.03251070004,62279.499079130095,64562.60998482799,33.63344884433471,-1803.0378852114663,-1298.089522247579,-504.94836296388735,70827.81417376373,59855.59220869947,65341.7031912316,0.1679206606070939,922.8821334984975,0.013378609386993867,-0.050613703005459976,0.013289906067997414,0.01679446484354249,-0.0748863154899339,20955568999.607796,-0.1769384632675085,22.59538293782812,593984.0,561535179.7523509,83675262295060.0,155159367.25,186594623.0,60317.09697945116,0.020650004864682492,1,57189.17412408636,0.0764737604345298,1
2024-06-29,60317.09697945116,60317.09697945116,60317.09697945116,60317.09697945116,60317.09697945116,24399416695.150173,61746.36403098136,66304.02689034976,61788.89855421036,64158.27541288734,30.26826630373604,-1911.2561645102542,-1420.7228507001141,-490.53331381014004,70475.66555711244,59307.94011095622,64891.80283403433,0.17209762956838362,945.9297201092617,-0.02023220963725003,-0.05859890937952272,-0.020439684003715267,0.017218649825174362,-0.09029511768266327,20913441356.21362,0.2940459804367186,23.018161014746198,712249.0,653044616.4527341,83675262295060.0,153778334.5,186729305.25,60864.44316193428,-0.008992872587807343,0,56739.86285107204,0.06304622444662011,1
2024-06-30,60864.44316193428,60864.44316193428,60864.44316193428,60864.44316193428,60864.44316193428,11435110883.886795,61264.15541295319,66053.75856626955,61557.784706141334,63844.577103272764,33.42081557043254,-1930.59892530684,-1522.6980656214594,-407.90085968538074,69848.13442667581,59056.499483825886,64452.31695525085,0.16743595036843345,917.4594674216798,0.009074478214188275,-0.052544604566861275,0.009033552536546441,0.017556692015261804,-0.07856200036109984,21641227670.161903,-0.5313367107599859,22.257594347783325,505127.0,503301901.8521072,83675262295060.0,136984871.75,186669053.66666666,62734.39383945474,-0.029807424015379835,0,58230.4841542266,0.04523333518456574,1
