,open,high,low,close,volume,sma_7,sma_30,ema_7,ema_20,rsi_14,macd,macd_signal,macd_histogram,bb_high,bb_low,bb_mid,bb_width,atr,price_momentum_1d,price_momentum_7d,log_return,volatility_14d,dist_from_sma30,volume_sma_7,volume_change_1d,mfi_14,n-transactions,hash-rate,difficulty,mempool-size,utxo-count,close_next_1d,close_pct_change_1d,close_direction_1d,close_next_7d,close_pct_change_7d,close_direction_7d
2024-05-21,71430.29700215145,71430.29700215145,71430.29700215145,71430.29700215145,35923476641.4359,66385.60894294971,64986.207198467084,66793.05479455878,63956.86820571724,82.84458581634388,1905.1361084047821,1025.1846381726373,879.9514702321449,71268.00428861828,58704.41010831588,64986.207198467084,0.1933270877300676,0.0,0.07814901765327065,0.13599998684012338,0.07524569823306677,0.031533412347023726,0.09916088477058206,24602538126.72865,2.9594982356696953,66.51440617431626,545041.0,570399147.4889922,83148355189240.0,172513507.625,182880197.0,70189.8358177002,0.017672946089702046,1,69367.23871755725,0.029741104341695968,1
2024-05-22,70189.8358177002,70189.8358177002,70189.8358177002,70189.8358177002,41105056578.01701,67617.14077322498,65459.26434567009,67642.25005034413,64550.484168763236,75.29884031512935,2155.593756181319,1251.2664617743737,904.3272944069452,72154.4070572121,58764.12163412808,65459.26434567009,0.2045590575594322,0.0,-0.01736603705307138,0.14001700513565019,-0.017518595478010247,0.031533412347023726,0.07226740965265699,27391561187.543343,0.14423937828457367,55.17620172916255,583279.0,632399054.8247522,83148355189240.0,164202076.1,182881102.0,69181.20085677762,0.014579610478440586,1,68316.63588049631,0.027419382015247296,1
2024-05-23,69181.20085677762,69181.20085677762,69181.20085677762,69181.20085677762,31059440495.91766,68040.0954221463,65769.42572159572,68026.9877519525,64991.504805716984,69.73678307753967,2246.795178426313,1450.3722051047616,796.4229733215516,72501.61170251569,59037.23974067575,65769.42572159572,0.20472083820277057,0.0,-0.014370100017646936,0.04470944380706765,-0.01447434983028954,0.031533412347023726,0.05187478980923547,26385510820.50973,-0.244388815352507,48.960544558068285,744761.0,706194547.0096976,84060416283612.4,149463718.0,183006140.8,67906.46534276106,0.018771931473421155,1,67577.26558995963,0.02373483527064013,1
2024-05-24,67906.46534276106,67906.46534276106,67906.46534276106,67906.46534276106,39235702119.25446,68418.0362134913,65933.81338476228,67996.85714965465,65269.120094959275,63.36624801607077,2190.9564776035404,1598.4890596045175,592.4674179990229,72501.39389319913,59366.23287632543,65933.81338476228,0.19921737182441374,0.0,-0.01842603912955454,0.040538612831867216,-0.01859791316788611,0.031533412347023726,0.02991866929472446,27831384575.638985,0.26324561849114647,42.95976129804167,736439.0,671140034.7624127,84381461788831.33,118667292.0,183061700.5,68539.91646552991,-0.00924207608404981,0,68372.49288434093,-0.006816009215404817,0
2024-05-25,68539.91646552991,68539.91646552991,68539.91646552991,68539.91646552991,28127411967.182774,68630.43524212476,66119.96360481712,68132.62197862347,65580.62451120409,65.07368421721574,2172.7717562384423,1713.3455989313024,459.4261573071399,72589.43623167265,59650.49097796161,66119.96360481712,0.19568893490389616,1496.4319039552502,0.009328288839236087,0.022173362373534955,0.009285049047082982,0.031533412347023726,0.03659942820259633,28221330011.094597,-0.28311689487061387,47.60622140620599,835040.0,671140034.7624127,84381461788831.33,148602101.0,183223541.4,69268.44558973772,-0.010517474703023222,0,67474.95483698409,0.015783065451747458,1
2024-05-26,69268.44558973772,69268.44558973772,69268.44558973772,69268.44558973772,15929396750.116022,68966.98195293915,66329.86240381181,68416.57788140203,65931.84556630254,66.97984978404322,2191.879819137197,1809.0524429724815,382.8273761647156,72774.31929772807,59885.40550989555,66329.86240381181,0.1943154006466298,1441.5817054018614,0.010629267757777283,0.03520751428500435,0.01057317422989341,0.031533412347023726,0.04430256719116957,28636174164.56186,-0.4336700166833194,49.94017199820227,852655.0,704697036.5005332,84381461788831.36,148547246.375,183359645.25,68508.83110875699,0.011087833038267103,1,67704.32641811523,0.023102204162893658,1
2024-05-27,68508.83110875699,68508.83110875699,68508.83110875699,68508.83110875699,11243743771.147913,69289.28459763071,66466.04794787089,68439.64118824077,66177.272760822,63.11215785883429,2121.275809317114,1871.497116241408,249.7786930757061,72794.40679998162,60137.68909576016,66466.04794787089,0.19042380425789848,1392.869760800352,-0.010966241186929016,0.034053224757772727,-0.01102681365172268,0.031982029398732806,0.03073423535709916,28946318331.86739,-0.2941513136041376,46.76134837164923,551610.0,515938901.7236049,84381461788831.12,133828186.5,183466237.0,69367.23871755725,-0.01237482743540419,0,67740.01690222476,0.011349483535587623,1
2024-05-28,69367.23871755725,69367.23871755725,69367.23871755725,69367.23871755725,18983806932.464344,68994.56198554582,66636.70622844069,68671.5405705699,66481.07904241583,65.53419676632433,2110.2621543558926,1919.2501238643051,191.01203049158744,72926.08660937053,60347.32584751085,66636.70622844069,0.18876624421888116,1354.6938928003456,0.012529882569993767,-0.028882118249236144,0.012452033212414532,0.031752574993537674,0.04097640240134151,26526365516.300026,0.6883884335018264,45.82528720978524,596790.0,562079779.1135205,84381461788831.19,158894533.1,183550144.25,68316.63588049631,0.015378433430163652,1,68808.29368590549,0.008123221805255376,1
2024-05-29,68316.63588049631,68316.63588049631,68316.63588049631,68316.63588049631,31278122196.184998,68726.96199451669,66730.03565355489,68582.8143980515,66655.89397937588,60.31445556659581,1993.7758775198163,1934.1552745954075,59.620602924408786,72890.47711438299,60569.5941927268,66730.03565355489,0.1846377392276999,1332.9731031046738,-0.015145519073329172,-0.02668762386150947,-0.015261383823779527,0.0313947921136155,0.023776403105471654,25122517747.466885,0.6476211703721058,44.351121207292444,725428.0,574663654.7653158,84381461788831.22,154327937.5,183718119.5,67577.26558995963,0.010941109914434533,1,70600.01116676089,-0.03234242103547447,0
2024-05-30,67577.26558995963,67577.26558995963,67577.26558995963,67577.26558995963,24320692137.62038,68497.82838497126,66774.62670283933,68331.42719602853,66743.64365657432,56.88081441108418,1820.8095020923793,1911.486120094802,-90.67661800242263,72782.68611733627,60766.567288342405,66774.62670283933,0.1799503707069459,1290.5729022069602,-0.010822697590525898,-0.02318455370756778,-0.010881688998980782,0.025374901872339428,0.012020117921320633,24159839410.56727,-0.22243758800242863,35.55110994416016,510417.0,515938901.7236049,84381461788831.12,169017689.2,183910926.0,68372.49288434093,-0.011630807373463892,0,71184.59943059199,-0.0506757623065599,0
2024-05-31,68372.49288434093,68372.49288434093,68372.49288434093,68372.49288434093,25344376897.716885,68564.4037480541,66854.52001191441,68341.69361810663,66898.77215445685,59.54819717738724,1727.981504917916,1874.7851970594247,-146.8036921415087,72751.72634501624,60957.31367881258,66854.52001191441,0.17641907628836068,1255.191073076556,0.011767674933853112,0.006862786028216439,0.011698974286531078,0.025067150915383637,0.02270561320544955,22175364378.919044,0.04209110309459585,42.99680956539432,701471.0,620804532.1552316,84381461788831.27,83318997.375,184178258.25,67474.95483698409,0.013301795451738263,1,70759.58819301432,-0.03373529114050233,0
2024-06-01,67474.95483698409,67474.95483698409,67474.95483698409,67474.95483698409,19685305476.459476,68412.26637254756,66884.06452739393,68125.00892282599,66953.64669564992,55.3838742754081,1563.9624434688012,1812.6206463413002,-248.65820287249903,72387.31130955716,61991.52699005288,67189.41914980502,0.15472353312544523,1229.6444283822905,-0.013127180383419867,-0.015537830850456458,-0.01321410335622395,0.024434330758888165,0.008834545474552454,20969349165.958576,-0.22328706064054782,36.49012253144435,740030.0,591442155.634376,84381461788831.23,33982803.625,184420976.0,67704.32641811523,-0.003387842302936983,0,69325.36238847222,-0.026691639073145645,0
2024-06-02,67704.32641811523,67704.32641811523,67704.32641811523,67704.32641811523,10724053324.55672,68188.82077660148,66921.34915879036,68019.8382966483,67025.14000255139,56.22635488927087,1435.931995033723,1737.282916079785,-301.350921046062,71996.97020071771,63001.59534029174,67499.28277050472,0.1332662287836442,1158.1963678643513,0.003399358794463625,-0.02258054382924124,0.003393594034986595,0.024434398550597227,0.011699962256693853,20225728676.59296,-0.45522545548602233,39.798473786939475,729202.0,587247530.4171109,84381461788831.23,47613129.5,184630435.75,67740.01690222476,-0.0005268744494267841,0,69315.1041233966,-0.023238480640724646,0
2024-06-03,67740.01690222476,67740.01690222476,67740.01690222476,67740.01690222476,16137350587.750422,68078.99017566831,66956.94340850489,67949.88294804242,67093.223516806,56.364427093180176,1322.1064459034824,1654.2476220445246,-332.14117614104225,71709.03876864948,63775.65013250948,67742.34445057948,0.1171112204704946,1078.0173761675778,0.0005271521924479217,-0.011222118288834126,0.000527013296541631,0.02423957677604804,0.011695179825374257,20924815364.679028,0.5047808976106019,43.530547806114186,769224.0,658556159.1106174,84381461788831.31,58818063.625,184840082.6,68808.29368590549,-0.015525407279494252,0,69654.16073760358,-0.027480681916327354,0
2024-06-04,68808.29368590549,68808.29368590549,68808.29368590549,68808.29368590549,29862293749.910686,67999.14088543235,67034.08300339659,68164.48563250818,67256.56353291072,60.3915713990636,1303.0788053012948,1584.0138586958788,-280.935053394584,70900.03213809356,65308.57483107862,68104.3034845861,0.0821013801026604,1077.3216195613745,0.01577024678370953,-0.00805776677845893,0.01564718852849922,0.012879520788823168,0.026467292502815334,22478884910.028507,0.8505078381688396,42.30370981573073,627980.0,562079779.1135205,84381461788831.19,82004469.9,185093520.5,70600.01116676089,-0.025378430558931075,0,69493.17760915738,-0.009855412384562556,0
2024-06-05,70600.01116676089,70600.01116676089,70600.01116676089,70600.01116676089,31561053725.144592,68325.33735489871,67176.72012993116,68773.36701607135,67574.98711708693,66.05079152533685,1416.2502385695116,1550.4611346706056,-134.21089610109402,71179.89871472617,65466.65753968929,68323.27812720773,0.08362071217367054,1128.3498953680905,0.026039266269763717,0.03342341520239378,0.0257060172343467,0.014163440322462298,0.050959484628134655,22519303699.87988,0.056886453179403995,53.25936845790861,562049.0,515938901.7236049,84381461788831.12,112494067.75,185324101.33333334,71184.59943059199,-0.008212285641939987,0,67329.15232724321,0.048580128019734437,1
2024-06-06,71184.59943059199,71184.59943059199,71184.59943059199,71184.59943059199,32560403314.989147,68840.67076070335,67330.86933380272,69376.17511970151,67918.75971837313,67.67368644238117,1535.4115336742252,1547.4512144713296,-12.039680797104438,71371.03672441248,65867.89149272755,68619.46410857001,0.08019802111799987,1089.5097788297342,0.008280285713415436,0.053380879044746754,0.008246192220946144,0.013617146437608805,0.05723570978541552,23696405296.646847,0.031664012188806545,62.9266673993955,613472.0,554910858.050012,83931592439295.94,116406275.25,185568067.75,70759.58819301432,0.00600641197088847,1,68224.51967501991,0.043387330092935716,1
